2024,EAU,JCB,Wheel Loaders,,AU,,>12,56
2024,EAU,Komatsu,Wheel Loaders,,AU,,>12,353
2024,EAU,Liebherr,Wheel Loaders,,AU,,>12,27
2024,EAU,New Holland,Wheel Loaders,,AU,,>12,3
2024,EAU,SDLG,Wheel Loaders,,AU,,>12,24
2024,EAU,LiuGong,Wheel Loaders,,AU,,>12,28
2024,EAU,XCMG,Wheel Loaders,,AU,,>12,16
2024,EAU,Volvo,Wheel Loaders,,AU,,>12,291
2024,EAU,Caterpillar,Wheeled Excavators,,AU,,>11T,4
2024,EAU,Develon,Wheeled Excavators,,AU,,>11T,23
2024,EAU,Hitachi,Wheeled Excavators,,AU,,>11T,47
2024,EAU,Hyundai,Wheeled Excavators,,AU,,>11T,19
2024,EAU,JCB,Wheeled Excavators,,AU,,>11T,8
2024,EAU,Liebherr,Wheeled Excavators,,AU,,>11T,34
2024,EAU,Volvo,Wheeled Excavators,,AU,,>11T,8
2024,OHR,Bell,Articulated Haulers,,BE,,,6
2024,OHR,Caterpillar,Articulated Haulers,,BE,,,7
2024,OHR,Komatsu,Articulated Haulers,,BE,,,4
2024,OHR,Volvo,Articulated Haulers,,BE,,,18
2024,OHR,Case,Backhoe Loaders,,BE,,,6
2024,OHR,JCB,Backhoe Loaders,,BE,,,3
2024,OHR,New Holland,Backhoe Loaders,,BE,,,3
2024,OHR,Bobcat,Compact Excavators,,BE,,<6T,286
2024,OHR,Case,Compact Excavators,,BE,,<6T,65
2024,OHR,Caterpillar,Compact Excavators,,BE,,<6T,105
2024,OHR,Develon,Compact Excavators,,BE,,<6T,46
2024,OHR,Eurocomach,Compact Excavators,,BE,,<6T,10
2024,OHR,Hitachi,Compact Excavators,,BE,,<6T,160
2024,OHR,Hyundai,Compact Excavators,,BE,,<6T,26
2024,OHR,JCB,Compact Excavators,,BE,,<6T,57
2024,OHR,Kato Imer,Compact Excavators,,BE,,<6T,20
2024,OHR,Kobelco,Compact Excavators,,BE,,<6T,104
2024,OHR,Komatsu,Compact Excavators,,BE,,<6T,55
2024,OHR,Kubota,Compact Excavators,,BE,,<6T,680
2024,OHR,New Holland,Compact Excavators,,BE,,<6T,25
2024,OHR,Sany,Compact Excavators,,BE,,<6T,16
2024,OHR,Sunward,Compact Excavators,,BE,,<6T,96
2024,OHR,Takeuchi,Compact Excavators,,BE,,<6T,120
2024,OHR,Volvo,Compact Excavators,,BE,,<6T,94
2024,OHR,Wacker Neuson,Compact Excavators,,BE,,<6T,140
2024,OHR,XCMG,Compact Excavators,,BE,,<6T,11
